annotator_id,text_ids
30,"[627642085, 395043137, 20606974, 659165105, 330835637, 44211087, 226518628, 342252906, 179565475, 665038749, 133595694, 58317261, 395196414, 123645971, 154304340, 161792391, 308934950, 317359519, 556897748, 232009276]"
31,"[216712844, 178007552, 402863248, 220844389, 370636877, 594555779, 407583087, 342252906, 645945725, 201926544, 641301094, 421200121, 15245195, 77817747, 297465663, 74926009, 326411549, 66630143, 50582170, 139713617]"
32,"[187376279, 299330823, 116673825, 207455025, 45904966, 297444689, 64783390, 79351547, 197800470, 371873495, 157446074, 93437462, 435524721, 304437358, 323387051, 159731687, 302233866, 145548531, 128054812, 514671135]"
33,"[397813096, 483268598, 613502568, 341990179, 554117974, 123477377, 626160963, 215049249, 22748500, 200135457, 237601387, 414891777, 258991762, 189759802, 241927699, 394660541, 77206700, 120517707, 208805679, 372625357]"
34,"[510073105, 120836431, 291168251, 271497700, 478887216, 685772407, 233928744, 10611353, 475891543, 497019236, 437515954, 669263427, 76167539, 354449889, 167882141, 132876754, 526967676, 368690261, 649487830, 508941909]"
35,"[34485834, 345285689, 334502083, 140624344, 78695321, 441716786, 616920666, 227525828, 163733661, 351218460, 605097914, 397805344, 250186955, 646766245, 71260179, 345750079, 102812512, 505036042, 572254671, 487503106]"
36,"[60038276, 296762695, 628549047, 484637505, 412992137, 62156317, 209311350, 44811481, 314944708, 562488387, 403672105, 169007528, 54988160, 573077166, 555255648, 188306464, 45325050, 28381222, 36536834, 365701405]"
37,"[54450749, 453612645, 210861963, 320449940, 391835678, 2372659, 594605776, 562939063, 530058895, 170004165, 379424465, 318064757, 492826759, 195215976, 226259222, 689283514, 364115140, 160791363, 337895059, 507251044]"
38,"[194485302, 643194191, 184058205, 257385205, 43064500, 83522940, 231889603, 214734843, 107267517, 338094339, 635408865, 98060828, 340170302, 99384683, 594801346, 547920622, 29853624, 292294954, 448861596, 74926009]"
39,"[336186340, 378552232, 349960551, 42069700, 194259211, 210157856, 357303493, 65659427, 65911727, 689726294, 400958590, 373081014, 212844265, 123365681, 632471456, 66828868, 379552763, 187213339, 248107748, 165557057]"
40,"[58893612, 126127306, 349062639, 319037848, 230735117, 303246397, 404969538, 161973129, 552838465, 197908048, 606941355, 140859357, 344922357, 261988959, 598716401, 485585879, 187339323, 605232315, 588891276, 666103979]"
41,"[646108493, 331667469, 95213852, 470492278, 690525812, 381002212, 669167227, 563890807, 365003710, 404780706, 136970393, 560001524, 284084983, 353426694, 215276963, 201705404, 626111043, 651968453, 329967326, 560852254]"
42,"[248805388, 459028402, 412813453, 152632231, 74926009, 145666063, 322919723, 209499406]"
43,"[513443723, 22042516, 129888260, 51499010, 281246516, 664774495, 305387294, 331934659, 34065628, 490180235, 574701033, 160568813, 41331746, 19576578, 272143359, 434368070, 231634297, 109947108, 264860252, 245888224]"
44,"[191287252, 452470172, 157887577, 10151862, 674681620, 584830430, 538387313, 37207225, 432860400, 179133520, 273138139, 159856859, 51849156, 516778118, 30869333, 120845507, 614547117, 109416920, 85835592, 458214468]"
45,"[267193278, 112661805, 655981451, 29043400, 300743998, 154758555, 279599965, 689438147, 407851475, 395571879, 295482315, 143094507, 248805388, 645249196, 514902288, 301246221, 14282187, 671551542, 660002960, 553873269]"
46,"[129617050, 178417981, 614419443, 499186412, 101060112, 392201633, 208235987, 140409509, 409952457, 459123432, 295112253, 183673471, 202150016, 649218389, 31821439, 230538022, 76694634, 52273888, 645763568, 361444609]"
47,"[189271002, 3336806, 560437573, 171379389, 68174085, 560199563, 593171542, 40947927, 150146859, 306615746, 60628577, 540176797, 154524710, 242953222, 63244972, 443231999, 272837176, 111033643, 553873269, 485212731]"
48,"[330366216, 215960592, 547735745, 557752751, 375090081, 332084377, 371614783, 55869078, 182427121, 501632459, 622463416, 310497719, 349613055, 20850736, 364765005, 382692218, 61499588, 653110576, 679170594, 414979603]"
49,"[151570535, 107721859, 382303620, 79554847, 60627379, 614785780, 85277721, 420666987, 172461995, 369971221, 329855684, 82874689, 297196371, 187951535, 564176210, 519611173, 215420288, 668315336, 98734617, 383063541]"
50,"[422021286, 221916907, 65770335, 265880043, 654058048, 526052724, 123992461, 554750667, 636350437, 71969543, 25192881, 508153051, 460947196, 622236599, 278444176, 53541702, 45828613, 181526362, 463796793, 484100488]"
51,"[530065656, 374398217, 347167655, 135645748, 180552569, 643937239, 171892026, 119125426, 59940745, 612860438, 410841378, 109361241, 434288143, 219336291, 182501695, 199855372, 244919484, 340480480, 435299675, 347782921]"
52,"[494337968, 17800099, 47096052, 179136026, 104650696, 484574692, 177774817, 231497862, 122527375, 523184880, 23063599, 607597139, 387321272, 39745476, 614126949, 18911031, 391286280, 195760963, 326226637, 525612164]"
53,"[598229738, 395571879, 165764068, 659049043, 261041908, 63564169, 698933094, 55539326, 55643255, 37736310, 146638430, 489935672, 266914595, 45846939, 373302273, 153670324, 12074727, 474240992, 375004567, 357302073]"
54,"[203290389, 555277679, 192483549, 468929287, 594787152, 86606570, 175795095, 697574393, 525278687, 110603143, 306462751, 699152219, 444546779, 545056621, 282725140, 281494927, 57422110, 31355508, 281191010, 551003758]"
55,"[251988235, 177225337, 364465269, 50530231, 271528680, 280944412, 117826394, 135602839, 86704583, 414661471, 499452871, 174140313, 680237092, 49332893, 671944836, 340804491, 145105503, 526035772, 48544669, 275013272]"
56,"[210947265, 88488802, 409579174, 35720940, 267596515, 180723389, 330935305, 467349565, 61304439, 37439124, 592527554, 111721804, 467903327, 621915313, 467536924, 560955293, 181938604, 24410826, 488680912, 662024354]"
57,"[31083961, 94687431, 182101362, 205035227, 347112685, 39428755, 599933822, 183618087, 544469682, 502738766, 364491608, 147814388, 470621978, 65643106, 504136456, 388735749, 698439763, 304130316, 420737039, 321654277]"
58,"[93840370, 335227069, 307349497, 68379417, 666899103, 612623459, 440773030, 299308845, 166028338, 504144677, 435255009, 162899326, 178047299, 388399054, 326622143, 190769120, 178114668, 213312873, 618509372, 215787476]"
59,"[352341563, 680315006, 62883011, 244539435, 326081680, 156756842, 344755091, 191834220, 156196035, 173966602, 420517171, 36155830, 91357453, 562524213, 34838650, 660263628, 371046342, 430034232, 454549598, 568044285]"
60,"[472663667, 212403655, 16416906, 691279242, 209393746, 191935292, 210147122, 140560425, 503943471, 194661834, 513711732, 631347182, 464032666, 216258698, 338418454, 82856473, 299213464, 509954577, 187107532, 36242514]"
61,"[640208833, 25181043, 511187026, 233882670, 193277508, 514799743, 494064483, 329396018, 18358322, 659731764, 526351910, 305656248, 683681337, 29258269, 623840170, 56167840, 276025840, 207570642, 232943585, 249125467]"
62,"[35486941, 320910850, 428684127, 641617860, 236909040, 670475908, 376806923, 504247183, 234484978, 129924977, 244892444, 335375783, 234997755, 50977235, 356242446, 497958949, 643942407, 107536441, 123598170, 87989601]"
63,"[473579562, 610330421, 441210834, 419615573, 80450959, 597217915, 505747290, 289986376, 169636751, 494457576, 81792964, 45118509, 49014439, 588237357, 571381862, 621170322, 163653618, 289654087, 237370541, 507459789]"
64,"[437445839, 234061760, 271354930, 339030678, 136343260, 15495991, 625937723, 201275210, 497552320, 612623459, 302981280, 508728238, 20577044, 154987928, 171442240, 112113597, 129158917, 183944522, 38335774, 685162901]"
65,"[323604250, 233635338, 296539066, 252961430, 114703419, 160398981, 71362374, 621266047, 92781016, 497207314, 600820315, 229834779, 315066434, 604454933, 164598237, 457444824, 616956354, 433884079, 463459200, 273613272]"
66,"[136960228, 576171531, 476503442, 122770406, 15267304, 384187395, 204870347, 372565236, 426145602, 452054512, 156128170, 175157367, 104524124, 53184977, 229492072, 108145091, 54547065, 155359777, 186276186, 694071359]"
67,"[209733663, 288641141, 185467983, 192069639, 486672430, 166866736, 425680307, 294040736, 256197717, 240302448, 323447210, 667961174, 177817259, 183128369, 29118456, 112326535, 528310942, 215955572, 636453923, 342992909]"
68,"[256484290, 550253263, 616871089, 199514382, 439327213, 39093922, 535621638, 459634129, 111428607, 264921380, 98552981, 73706717, 185942475, 160000556, 90788041, 457644732, 548583177, 221892392, 336124196, 202360322]"
69,"[213333372, 312324696, 245943878, 516622337, 600469439, 313584553, 359963134, 85273635, 608313858, 205057729, 610561702, 281078621, 473439769, 208890166, 447538267, 190064579, 310676802, 648919229, 555418262, 258487848]"
70,"[190863151, 144867052, 192888753, 234061760, 47207212, 377842502, 119636250, 227351392, 190876040, 31164823, 142768105, 505746199, 185848569, 36152697, 44808147, 11187140, 224934133, 81294945, 179654249, 596640150]"
71,"[586593612, 501100977, 216371702, 125149615, 332589606, 335607769, 46661605, 257546332, 331913092, 632651332, 163329897, 335949252, 315387981, 664766579, 20362859, 40512469, 292385106, 533775878, 224357766, 138264943]"
72,"[361719917, 419121756, 364106478, 155923006, 49952534, 76886791, 659371792, 407991265, 173704075, 375984823, 206550376, 325254367, 43215728, 48937660, 458137020, 76938952, 505026187, 139702852, 83639675, 246478853]"
73,"[307989873, 178118831, 440991501, 292263486, 208272731, 345779999, 197544730, 182079586, 507004867, 49529853, 452306908, 644564557, 142548822, 267012896, 48954740, 114818723, 299795404, 137692800, 243204404, 517064375]"
74,"[379119001, 139204609, 82524915, 340859373, 647722379, 121357243, 506319336, 509913024, 108581947, 228279367, 34181986, 287739242, 349108852, 166778699, 6929826, 323765562, 145211456, 655877811, 257282210, 240282732]"
75,"[593171542, 55641555, 320396990, 181039067, 143324392, 17223362, 697774172, 65695793, 264514675, 583483339, 70326144, 51420896, 315288393, 488584916, 344290069, 151702650, 547512697, 614785780, 275399648, 618562917]"
76,"[218136373, 563425262, 687341383, 262751155, 224282704, 512279832, 516064428, 246870198, 489937419, 62730709, 60251532, 55818386, 510173167, 317581737, 528123067, 233283368, 136749720, 351885481, 452372414, 37964541]"
77,"[35110862, 575382787, 269914549, 171152429, 257221205, 269763406, 668212099, 140533597, 23175811, 458268131, 576227764, 467720138, 11492467, 205178043, 132008511, 120505405, 541136479, 513929308, 195646072, 255720627]"
78,"[639826086, 121586252, 292547707, 82993712, 16216457, 129302445, 124956052, 472616991, 254783193, 268341874, 673930805, 65429592, 580987742, 277933697, 199443405, 155928560, 9963275, 441326196, 168607018, 3661333]"
79,"[405196437, 516198597, 635567892, 222046298, 610670336, 54640903, 38224617, 28415729, 372115102, 113883000, 634186618, 250375605, 518913922, 612739177, 160945092, 331311704, 531587817, 627997730, 86445494, 189334666]"
80,"[419037771, 45108822, 357339447, 23090415, 71362374, 74406081, 32241380, 460947196, 426927236, 486678035, 384124208, 96514182, 634768890, 62150867, 129067602, 365131862, 160662681, 309349034, 222826107, 200448489]"
81,"[150032582, 115518796, 88902613, 649097295, 177774817, 67070613, 172540927, 684908103, 97190703, 405016702, 423757456, 113612776, 375678103, 685853392, 341644975, 497379830, 69050489, 32417180, 277461942, 351429042]"
82,"[461215595, 114474602, 379434737, 69394793, 150471248, 4322944, 222021434, 246754342, 326005568, 184138500, 242167991, 666037605, 599588125, 43978382, 46141750, 135867968, 275430987, 417204192, 253931759, 12004153]"
83,"[687054645, 344776061, 403302926, 11989150, 251545558, 74138876, 145625312, 166544012, 74939159, 655738603, 508951752, 59466795, 15131213, 362175217, 235133478, 17441153, 415185471, 538201494, 290042818, 698416945]"
84,"[172834113, 31291168, 415077904, 574063983, 317907027, 364541866, 166208262, 534900843, 499237184, 286886523, 250394743, 166911643, 147471218, 425609888, 56222937, 278961452, 38099918, 691689674, 170787873, 571561191]"
85,"[47889369, 265742294, 154060683, 296539066, 172596207, 418081263, 504489020, 184363283, 78253148, 491023049, 36360763, 168652051, 486246107, 342436766, 568900846, 401995568, 557242725, 688561332, 486499965, 99466865]"
86,"[662253237, 613368305, 673651621, 437858831, 279932813, 692578142, 469903816, 441862264, 438336779, 569302438, 80980023, 26910369, 22170165, 138388728, 60357195, 27565441, 106958348, 494047954, 243486021, 70314069]"
87,"[661018299, 238648911, 567426274, 650823869, 693096914, 296269836, 235455438, 274851157, 423072973, 434043689, 637730347, 339142578, 187333709, 335362693, 692578142, 558139774, 7516133, 527549383, 93208084, 403302926]"
88,"[193975644, 70895726, 216950995, 434702947, 193076959, 175402617, 300113051, 78466925, 20577044, 43976813, 658913158, 414737723, 314841587, 295489571, 170746170, 488235386, 369635945, 353591587, 572848806, 614255553]"
89,"[543140797, 570753330, 222340305, 258989772, 645900328, 383890315, 571249106, 139118060, 89040149, 26040222, 343246664, 251188074, 267335722, 458289233, 205243069, 133526309, 563349656, 188932002, 30111120, 59163207]"
90,"[593761826, 125926066, 275069544, 649984218, 268474855, 221521403, 512695605, 654419414, 209754706, 492685982, 63397043, 358899686, 107084925, 516400906, 61862638, 475742904, 169011353, 42674179, 209288861, 269715016]"
91,"[85752248, 667822960, 233882670, 623158683, 379575834, 388135222, 235668290, 246271585, 572955886, 62882087, 30111958, 16429994, 195345507, 64546130, 264467866, 177327431, 429841845, 256689298, 514625515, 447677350]"
92,"[553084516, 65083446, 276346167, 118311668, 305059033, 506771662, 312911774, 580091461, 90371433, 469328826, 167995777, 562359419, 514415624, 239460206, 332176614, 578513358, 123938901, 268470262, 362816149, 496891748]"
93,"[229391248, 139392959, 257282210, 185786142, 57063201, 462247289, 325175600, 120092221, 380302356, 614214062, 45137143, 470187103, 121257141, 111543291, 438553718, 169334720, 27570110, 297917067, 232298879, 258811506]"
94,"[468835264, 232062219, 386206518, 78697596, 9467871, 148607422, 412747377, 294858133, 168706895, 486375509, 492570166, 162430220, 179428825, 39810831, 90810185, 76255098, 369455645, 306501978, 633039119, 545230280]"
95,"[201489887, 269372766, 84898983, 136242586, 496924087, 194485302, 253893306, 294858133, 322620754, 450474499, 107908917, 108657198, 683815349, 77967034, 417276605, 326008313, 144747441, 324137687, 621345850, 465939136]"
96,"[195753171, 20348427, 574743730, 402156858, 43215728, 536597984, 166778699, 510010547, 136518394, 12589076, 340362057, 275399648, 269372766, 437858831, 450303433, 396743216, 670524142, 532720322, 211983222, 592770495]"
97,"[95560702, 383807560, 577623141, 158947087, 389446873, 503108584, 642176722, 456898032, 450904944, 417912716, 422765190, 181535355, 557337826, 370916423, 671788468, 632395145, 429350947, 571795201, 210941318, 183502269]"
98,"[287047123, 638854261, 252510996, 574701033, 64213702, 170306440, 336124196, 58186619, 79032312, 310810581, 412992137, 372026307, 455255966, 250248734, 168323076, 169245099, 590919622, 192372525, 274564723, 636177253]"
99,"[32747555, 21307894, 179217534, 421443709, 89051124, 206307498, 211827541, 500640962, 699078061, 19888878, 254512291, 523944359, 132104826, 362908814, 281008635, 670558164, 41408843, 228075970, 442772854, 518009735]"
