annotator_id,text_ids
worker_21,"['CHRG-114hhrg95063_129', 'CHRG-116hhrg35230_119', 'CHRG-115hhrg30242_005', 'CHRG-113hhrg86195_008', 'CHRG-114hhrg26003_010', 'CHRG-116hhrg35230_004', 'CHRG-114hhrg22125_061', 'CHRG-116hhrg35230_000', 'CHRG-114hhrg22125_091', 'CHRG-115hhrg30242_003', 'CHRG-114hhrg95063_137', 'CHRG-114hhrg26003_014', 'CHRG-116hhrg35230_111', 'CHRG-116hhrg35230_117', 'CHRG-114hhrg22125_059', 'CHRG-114hhrg26003_012', 'CHRG-116hhrg35230_002', 'CHRG-115hhrg30242_011', 'CHRG-113hhrg86195_000', 'CHRG-114hhrg26003_018']"
worker_22,"['CHRG-115hhrg31417_059', 'CHRG-115hhrg31417_055', 'CHRG-115hhrg31417_047', 'CHRG-115hhrg31417_051']"
worker_23,"['CHRG-113hhrg88494_006', 'CHRG-113hhrg88494_004', 'CHRG-114hhrg26003_077', 'CHRG-114hhrg26003_068', 'CHRG-113hhrg88494_000', 'CHRG-113hhrg88494_008', 'CHRG-113hhrg88494_002', 'CHRG-114hhrg26003_066', 'CHRG-114hhrg26003_075', 'CHRG-114hhrg26003_062']"
worker_24,"['CHRG-115hhrg31417_008', 'CHRG-115hhrg31417_010', 'CHRG-115hhrg31417_004', 'CHRG-115hhrg31417_006', 'CHRG-115hhrg31417_012']"
worker_25,"['CHRG-115hhrg31417_036', 'CHRG-115hhrg31417_045', 'CHRG-115hhrg31417_043', 'CHRG-115hhrg31417_041', 'CHRG-115hhrg31417_038']"
worker_26,"['CHRG-115hhrg31417_026', 'CHRG-115hhrg31417_032', 'CHRG-115hhrg31417_030']"
worker_27,"['CHRG-115hhrg31417_026', 'CHRG-115hhrg31417_032', 'CHRG-115hhrg31417_030', 'CHRG-115hhrg31417_034']"
worker_28,"['CHRG-113hhrg89598_002', 'CHRG-113hhrg89598_004', 'CHRG-113hhrg89598_008', 'CHRG-113hhrg89598_006', 'CHRG-113hhrg89598_000']"
worker_29,"['CHRG-115hhrg31417_055', 'CHRG-115hhrg31417_059', 'CHRG-115hhrg31417_047', 'CHRG-115hhrg31417_051', 'CHRG-115hhrg31417_053']"
worker_3,"['CHRG-114hhrg95063_070', 'CHRG-115hhrg30242_085', 'CHRG-114hhrg22125_045', 'CHRG-115hhrg30242_015', 'CHRG-114hhrg97630_010', 'CHRG-114hhrg97630_110', 'CHRG-114hhrg97630_079', 'CHRG-114hhrg97630_042', 'CHRG-114hhrg97630_047', 'CHRG-115hhrg30242_073', 'CHRG-116hhrg35589_001', 'CHRG-114hhrg22125_014', 'CHRG-114hhrg22125_024', 'CHRG-114hhrg97630_020', 'CHRG-114hhrg97630_016', 'CHRG-114hhrg97630_014', 'CHRG-114hhrg97630_112', 'CHRG-116hhrg35589_113', 'CHRG-115hhrg30242_059', 'CHRG-114hhrg22125_012']"
worker_30,"['CHRG-116hhrg37282_116', 'CHRG-114hhrg20722_045', 'CHRG-114hhrg26003_052', 'CHRG-115hhrg30242_097', 'CHRG-115hhrg31349_008', 'CHRG-115hhrg25545_191', 'CHRG-114hhrg20722_133', 'CHRG-115hhrg25545_154', 'CHRG-114hhrg22125_071', 'CHRG-115hhrg31349_031', 'CHRG-116hhrg37282_118', 'CHRG-116hhrg37282_047', 'CHRG-113hhrg89598_071', 'CHRG-114hhrg97630_087', 'CHRG-116hhrg37282_112', 'CHRG-114hhrg20722_008', 'CHRG-113hhrg86195_070', 'CHRG-113hhrg89598_024', 'CHRG-114hhrg95063_082', 'CHRG-114hhrg95063_111']"
worker_31,"['CHRG-114hhrg26003_115', 'CHRG-114hhrg26003_075', 'CHRG-115hhrg25545_090', 'CHRG-115hhrg25545_203', 'CHRG-113hhrg86195_022', 'CHRG-115hhrg25545_003', 'CHRG-115hhrg25545_197', 'CHRG-113hhrg86195_020', 'CHRG-114hhrg26003_047', 'CHRG-113hhrg86195_024', 'CHRG-115hhrg25545_081', 'CHRG-115hhrg25545_199', 'CHRG-115hhrg25545_096', 'CHRG-113hhrg88494_029', 'CHRG-116hhrg35230_000', 'CHRG-114hhrg26003_068', 'CHRG-115hhrg25545_191', 'CHRG-116hhrg36001_006', 'CHRG-116hhrg36001_004', 'CHRG-114hhrg26003_109']"
worker_32,"['CHRG-115hhrg31417_010', 'CHRG-115hhrg31417_006', 'CHRG-115hhrg31417_012', 'CHRG-115hhrg31417_008', 'CHRG-115hhrg31417_004']"
worker_33,"['CHRG-115hhrg31349_027', 'CHRG-115hhrg31349_031', 'CHRG-115hhrg31349_023', 'CHRG-115hhrg31349_029']"
worker_34,"['CHRG-115hhrg31349_008', 'CHRG-115hhrg31349_006', 'CHRG-115hhrg31349_004', 'CHRG-115hhrg31349_002', 'CHRG-115hhrg31349_000']"
worker_35,"['CHRG-116hhrg35230_002', 'CHRG-116hhrg35230_004', 'CHRG-116hhrg36001_000', 'CHRG-113hhrg89598_008', 'CHRG-115hhrg32380_010', 'CHRG-115hhrg30956_001', 'CHRG-116hhrg36001_010', 'CHRG-116hhrg35230_008', 'CHRG-115hhrg30956_005', 'CHRG-113hhrg89598_006', 'CHRG-113hhrg89598_002', 'CHRG-116hhrg36001_008', 'CHRG-116hhrg35230_006', 'CHRG-113hhrg89598_004', 'CHRG-116hhrg36001_004', 'CHRG-113hhrg89598_000', 'CHRG-116hhrg35230_000', 'CHRG-115hhrg30956_003', 'CHRG-115hhrg30956_010', 'CHRG-115hhrg32380_004']"
worker_36,"['CHRG-113hhrg88494_014', 'CHRG-113hhrg88494_020', 'CHRG-113hhrg88494_027', 'CHRG-113hhrg88494_029', 'CHRG-113hhrg88494_025']"
worker_37,"['CHRG-116hhrg35230_006', 'CHRG-116hhrg35230_004', 'CHRG-116hhrg35230_002', 'CHRG-116hhrg35230_000', 'CHRG-116hhrg35230_008']"
worker_38,"['CHRG-115hhrg31349_021', 'CHRG-116hhrg35230_053', 'CHRG-115hhrg30242_038', 'CHRG-116hhrg35589_115', 'CHRG-116hhrg35230_051', 'CHRG-116hhrg35589_113', 'CHRG-116hhrg35589_119', 'CHRG-116hhrg35589_137', 'CHRG-115hhrg30242_034', 'CHRG-116hhrg35589_125', 'CHRG-116hhrg35589_121', 'CHRG-116hhrg35589_117', 'CHRG-116hhrg35230_049', 'CHRG-115hhrg30242_040', 'CHRG-115hhrg30242_036', 'CHRG-115hhrg25545_083', 'CHRG-115hhrg30242_044', 'CHRG-115hhrg25545_077', 'CHRG-116hhrg35230_041', 'CHRG-116hhrg35230_047']"
worker_39,"['CHRG-116hhrg36001_065', 'CHRG-115hhrg31417_087', 'CHRG-115hhrg25545_167', 'CHRG-113hhrg89598_063', 'CHRG-115hhrg32380_019', 'CHRG-115hhrg32380_069', 'CHRG-113hhrg86195_152', 'CHRG-116hhrg36001_047', 'CHRG-113hhrg86195_096', 'CHRG-115hhrg32380_015', 'CHRG-113hhrg88494_129', 'CHRG-114hhrg26003_043', 'CHRG-113hhrg86195_140', 'CHRG-115hhrg31349_075', 'CHRG-115hhrg31417_063', 'CHRG-115hhrg32380_138', 'CHRG-114hhrg26003_041', 'CHRG-115hhrg32380_044', 'CHRG-113hhrg93834_014', 'CHRG-115hhrg32380_042']"
worker_4,"['CHRG-115hhrg25545_065', 'CHRG-116hhrg36001_010', 'CHRG-113hhrg89598_006', 'CHRG-115hhrg30956_018', 'CHRG-116hhrg36001_004', 'CHRG-115hhrg30956_023', 'CHRG-115hhrg30956_012', 'CHRG-113hhrg89598_004', 'CHRG-115hhrg30956_014', 'CHRG-116hhrg37282_008', 'CHRG-116hhrg36001_008', 'CHRG-115hhrg25545_059', 'CHRG-115hhrg25545_055', 'CHRG-116hhrg37282_010', 'CHRG-113hhrg89598_000', 'CHRG-113hhrg89598_008', 'CHRG-115hhrg25545_053', 'CHRG-116hhrg37282_014', 'CHRG-116hhrg36001_006', 'CHRG-115hhrg25545_051']"
worker_40,"['CHRG-114hhrg22125_071', 'CHRG-115hhrg30242_013', 'CHRG-115hhrg30242_062', 'CHRG-114hhrg97630_040', 'CHRG-114hhrg97630_079', 'CHRG-116hhrg35589_109', 'CHRG-115hhrg30242_085', 'CHRG-116hhrg35230_033', 'CHRG-116hhrg35589_147', 'CHRG-115hhrg31504_088', 'CHRG-114hhrg97630_130', 'CHRG-114hhrg22125_121', 'CHRG-116hhrg35589_104', 'CHRG-114hhrg97630_008', 'CHRG-114hhrg22125_085', 'CHRG-116hhrg35589_119', 'CHRG-116hhrg37282_045', 'CHRG-116hhrg35589_100', 'CHRG-115hhrg31504_072', 'CHRG-114hhrg22125_004']"
worker_41,"['CHRG-114hhrg22125_117', 'CHRG-116hhrg35589_102', 'CHRG-114hhrg95063_135', 'CHRG-116hhrg37282_100', 'CHRG-115hhrg31504_045', 'CHRG-115hhrg31504_092', 'CHRG-116hhrg37282_041', 'CHRG-115hhrg31504_043', 'CHRG-114hhrg97630_036', 'CHRG-116hhrg37282_104', 'CHRG-114hhrg22125_032', 'CHRG-115hhrg25545_092', 'CHRG-114hhrg22125_016', 'CHRG-116hhrg35230_091', 'CHRG-114hhrg20722_153', 'CHRG-116hhrg35230_086', 'CHRG-115hhrg30956_063', 'CHRG-114hhrg22125_049', 'CHRG-114hhrg97630_073', 'CHRG-114hhrg97630_042']"
worker_42,"['CHRG-115hhrg31349_049', 'CHRG-115hhrg31349_029', 'CHRG-113hhrg89598_063', 'CHRG-113hhrg86195_064', 'CHRG-116hhrg36001_149', 'CHRG-113hhrg88494_137', 'CHRG-115hhrg30956_031', 'CHRG-113hhrg88494_119', 'CHRG-113hhrg89598_026', 'CHRG-113hhrg88494_050', 'CHRG-116hhrg36001_018', 'CHRG-113hhrg86195_051', 'CHRG-116hhrg36001_073', 'CHRG-113hhrg89598_053', 'CHRG-115hhrg25545_120', 'CHRG-113hhrg88494_189', 'CHRG-113hhrg88494_041', 'CHRG-113hhrg88494_052', 'CHRG-115hhrg32380_116', 'CHRG-113hhrg89598_071']"
worker_43,"['CHRG-113hhrg93834_099', 'CHRG-115hhrg25545_104', 'CHRG-113hhrg89598_207', 'CHRG-113hhrg93834_057', 'CHRG-115hhrg25545_100', 'CHRG-113hhrg88494_008', 'CHRG-115hhrg25545_154', 'CHRG-113hhrg89598_199', 'CHRG-114hhrg95063_050', 'CHRG-114hhrg26003_139', 'CHRG-114hhrg95063_033', 'CHRG-115hhrg30242_011', 'CHRG-115hhrg30242_007', 'CHRG-113hhrg86195_014', 'CHRG-115hhrg30956_023', 'CHRG-116hhrg35230_004', 'CHRG-115hhrg30956_018', 'CHRG-113hhrg93834_067', 'CHRG-115hhrg30242_005', 'CHRG-116hhrg36001_004']"
worker_44,"['CHRG-114hhrg20722_151', 'CHRG-114hhrg97630_000', 'CHRG-116hhrg35230_020', 'CHRG-114hhrg97630_075', 'CHRG-116hhrg35589_064', 'CHRG-115hhrg25545_187', 'CHRG-114hhrg22125_006', 'CHRG-114hhrg20722_153', 'CHRG-115hhrg31504_053', 'CHRG-115hhrg30242_085', 'CHRG-113hhrg86195_034', 'CHRG-116hhrg37282_026', 'CHRG-115hhrg25545_011', 'CHRG-114hhrg20722_008', 'CHRG-115hhrg25545_203', 'CHRG-114hhrg22125_117', 'CHRG-115hhrg30242_089', 'CHRG-115hhrg31349_004', 'CHRG-116hhrg37282_063', 'CHRG-116hhrg37282_141']"
worker_45,"['CHRG-115hhrg32380_010', 'CHRG-115hhrg32380_002', 'CHRG-116hhrg36001_008', 'CHRG-114hhrg26003_000', 'CHRG-116hhrg36001_000', 'CHRG-114hhrg26003_004', 'CHRG-116hhrg36001_006', 'CHRG-116hhrg36001_010', 'CHRG-116hhrg36001_004', 'CHRG-114hhrg26003_008', 'CHRG-115hhrg32380_000', 'CHRG-114hhrg26003_006', 'CHRG-116hhrg37282_014', 'CHRG-116hhrg37282_010', 'CHRG-114hhrg26003_002', 'CHRG-116hhrg37282_012', 'CHRG-116hhrg37282_008']"
worker_46,"['CHRG-115hhrg31417_045', 'CHRG-115hhrg31417_036', 'CHRG-115hhrg31417_043', 'CHRG-115hhrg31417_041', 'CHRG-115hhrg31417_038']"
worker_47,"['CHRG-113hhrg89598_185', 'CHRG-115hhrg31417_131', 'CHRG-116hhrg36001_100', 'CHRG-116hhrg36001_167', 'CHRG-115hhrg31417_099', 'CHRG-115hhrg30242_028', 'CHRG-116hhrg36001_165', 'CHRG-116hhrg36001_145', 'CHRG-113hhrg89598_197', 'CHRG-116hhrg36001_092', 'CHRG-115hhrg30242_017', 'CHRG-115hhrg30242_103', 'CHRG-116hhrg36001_159', 'CHRG-115hhrg31349_061', 'CHRG-115hhrg32380_150', 'CHRG-115hhrg30242_113', 'CHRG-115hhrg31349_055', 'CHRG-113hhrg89598_057', 'CHRG-115hhrg31349_115', 'CHRG-113hhrg89598_045']"
worker_48,"['CHRG-113hhrg93834_138', 'CHRG-115hhrg30956_094', 'CHRG-113hhrg93834_130', 'CHRG-113hhrg88494_002', 'CHRG-115hhrg31417_105', 'CHRG-115hhrg31417_075', 'CHRG-113hhrg86195_000', 'CHRG-115hhrg30956_043', 'CHRG-115hhrg25545_110', 'CHRG-114hhrg22125_103', 'CHRG-115hhrg30956_016', 'CHRG-115hhrg30956_109', 'CHRG-115hhrg30956_047', 'CHRG-115hhrg30242_003', 'CHRG-115hhrg30956_063', 'CHRG-114hhrg26003_091', 'CHRG-114hhrg22125_099', 'CHRG-114hhrg26003_016', 'CHRG-115hhrg30956_098', 'CHRG-113hhrg88494_076']"
worker_49,"['CHRG-115hhrg31417_012', 'CHRG-115hhrg31417_008', 'CHRG-115hhrg31417_010', 'CHRG-115hhrg31417_004', 'CHRG-115hhrg31417_006']"
worker_5,"['CHRG-113hhrg88494_008', 'CHRG-113hhrg88494_002', 'CHRG-113hhrg88494_006']"
worker_50,"['CHRG-115hhrg30956_003', 'CHRG-113hhrg86195_022', 'CHRG-113hhrg86195_020', 'CHRG-115hhrg30956_010', 'CHRG-115hhrg30956_008', 'CHRG-115hhrg30956_005', 'CHRG-115hhrg30956_001', 'CHRG-113hhrg86195_024']"
worker_51,"['CHRG-115hhrg31504_059', 'CHRG-114hhrg97630_126', 'CHRG-114hhrg26003_023', 'CHRG-115hhrg31349_109', 'CHRG-116hhrg37282_104', 'CHRG-113hhrg89598_087', 'CHRG-113hhrg88494_187', 'CHRG-115hhrg31504_130', 'CHRG-114hhrg22125_045', 'CHRG-115hhrg32380_155', 'CHRG-113hhrg88494_050', 'CHRG-113hhrg88494_189', 'CHRG-113hhrg88494_096', 'CHRG-115hhrg31417_109', 'CHRG-116hhrg35589_153', 'CHRG-116hhrg37282_134', 'CHRG-114hhrg97630_000', 'CHRG-114hhrg22125_065', 'CHRG-114hhrg22125_002', 'CHRG-114hhrg97630_067']"
worker_52,"['CHRG-114hhrg20722_113', 'CHRG-115hhrg30956_075', 'CHRG-115hhrg31504_000', 'CHRG-113hhrg93834_099', 'CHRG-114hhrg20722_157', 'CHRG-114hhrg95063_084', 'CHRG-116hhrg35230_012', 'CHRG-114hhrg20722_160', 'CHRG-114hhrg20722_153', 'CHRG-113hhrg93834_124', 'CHRG-114hhrg26003_083', 'CHRG-114hhrg95063_017', 'CHRG-114hhrg20722_092', 'CHRG-115hhrg30956_094', 'CHRG-115hhrg31504_126', 'CHRG-113hhrg93834_091', 'CHRG-115hhrg30956_105', 'CHRG-114hhrg95063_095', 'CHRG-114hhrg95063_011', 'CHRG-115hhrg30956_098']"
worker_53,"['CHRG-116hhrg37282_126', 'CHRG-113hhrg89598_095', 'CHRG-115hhrg25545_116', 'CHRG-113hhrg88494_189', 'CHRG-113hhrg86195_152', 'CHRG-116hhrg37282_120', 'CHRG-113hhrg89598_122', 'CHRG-113hhrg88494_179', 'CHRG-114hhrg26003_037', 'CHRG-114hhrg22125_115', 'CHRG-115hhrg25545_134', 'CHRG-113hhrg89598_134', 'CHRG-114hhrg26003_041', 'CHRG-114hhrg26003_035', 'CHRG-114hhrg22125_109', 'CHRG-113hhrg89598_119', 'CHRG-114hhrg22125_111', 'CHRG-113hhrg88494_187', 'CHRG-115hhrg31349_017', 'CHRG-113hhrg86195_148']"
worker_54,"['CHRG-115hhrg31417_036', 'CHRG-115hhrg31417_045', 'CHRG-115hhrg31417_073', 'CHRG-115hhrg31417_055', 'CHRG-115hhrg31417_038', 'CHRG-115hhrg31417_053', 'CHRG-115hhrg31417_065', 'CHRG-115hhrg31417_059', 'CHRG-115hhrg31417_047', 'CHRG-115hhrg31417_041', 'CHRG-115hhrg31417_063', 'CHRG-115hhrg31417_067']"
worker_55,"['CHRG-114hhrg26003_002', 'CHRG-114hhrg26003_000']"
worker_56,"['CHRG-114hhrg26003_010', 'CHRG-115hhrg31504_011', 'CHRG-115hhrg25545_029', 'CHRG-116hhrg35230_006', 'CHRG-115hhrg30242_093', 'CHRG-116hhrg37282_041', 'CHRG-116hhrg35589_163', 'CHRG-113hhrg86195_030', 'CHRG-115hhrg30242_011', 'CHRG-116hhrg37282_045', 'CHRG-113hhrg86195_146', 'CHRG-113hhrg86195_158', 'CHRG-115hhrg31504_009', 'CHRG-114hhrg22125_004', 'CHRG-116hhrg35589_155', 'CHRG-115hhrg30242_099', 'CHRG-115hhrg25545_039', 'CHRG-114hhrg22125_000', 'CHRG-115hhrg32380_006', 'CHRG-113hhrg86195_032']"
worker_57,"['CHRG-115hhrg31417_065', 'CHRG-115hhrg31417_073', 'CHRG-115hhrg31417_069', 'CHRG-115hhrg31417_063']"
worker_58,"['CHRG-115hhrg32380_006', 'CHRG-115hhrg32380_010', 'CHRG-115hhrg32380_002', 'CHRG-115hhrg32380_000']"
worker_59,"['CHRG-115hhrg31417_053', 'CHRG-115hhrg31417_055', 'CHRG-115hhrg31417_047']"
worker_6,"['CHRG-116hhrg35589_153', 'CHRG-115hhrg30242_103', 'CHRG-116hhrg35589_089', 'CHRG-114hhrg97630_063', 'CHRG-115hhrg25545_106', 'CHRG-115hhrg30242_050', 'CHRG-116hhrg35589_087', 'CHRG-116hhrg35589_121', 'CHRG-115hhrg30242_059', 'CHRG-116hhrg35589_143', 'CHRG-115hhrg30242_054', 'CHRG-114hhrg26003_008', 'CHRG-114hhrg22125_144', 'CHRG-115hhrg30242_121', 'CHRG-116hhrg35589_016', 'CHRG-115hhrg25545_114', 'CHRG-115hhrg25545_110', 'CHRG-116hhrg35589_125', 'CHRG-115hhrg30242_107', 'CHRG-116hhrg35589_137']"
worker_60,"['CHRG-115hhrg31349_105', 'CHRG-114hhrg26003_062', 'CHRG-114hhrg20722_022', 'CHRG-115hhrg31349_109', 'CHRG-114hhrg20722_027', 'CHRG-113hhrg86195_008', 'CHRG-115hhrg30956_008', 'CHRG-114hhrg26003_025', 'CHRG-115hhrg30956_010', 'CHRG-115hhrg30956_003', 'CHRG-114hhrg26003_023', 'CHRG-114hhrg26003_066', 'CHRG-115hhrg31349_101', 'CHRG-115hhrg31349_111', 'CHRG-115hhrg30956_001', 'CHRG-114hhrg26003_033', 'CHRG-114hhrg26003_111', 'CHRG-114hhrg26003_075', 'CHRG-113hhrg86195_000', 'CHRG-114hhrg20722_016']"
worker_61,"['CHRG-114hhrg26003_031', 'CHRG-115hhrg31504_002', 'CHRG-115hhrg31349_023', 'CHRG-115hhrg31349_019', 'CHRG-115hhrg31349_017', 'CHRG-114hhrg26003_023', 'CHRG-115hhrg31504_009', 'CHRG-115hhrg31349_033', 'CHRG-115hhrg31504_007', 'CHRG-114hhrg26003_025', 'CHRG-115hhrg31349_031', 'CHRG-114hhrg26003_027', 'CHRG-115hhrg31349_021', 'CHRG-115hhrg31504_000', 'CHRG-115hhrg31349_029', 'CHRG-115hhrg31349_014', 'CHRG-115hhrg31349_027']"
worker_62,"['CHRG-113hhrg86195_080', 'CHRG-114hhrg97630_036', 'CHRG-115hhrg31349_044', 'CHRG-116hhrg37282_141', 'CHRG-113hhrg93834_095', 'CHRG-114hhrg97630_075', 'CHRG-116hhrg35230_033', 'CHRG-113hhrg89598_195', 'CHRG-115hhrg30956_139', 'CHRG-114hhrg20722_027', 'CHRG-113hhrg93834_020', 'CHRG-114hhrg22125_085', 'CHRG-114hhrg26003_083', 'CHRG-113hhrg86195_028', 'CHRG-113hhrg89598_069', 'CHRG-114hhrg22125_016', 'CHRG-114hhrg22125_095', 'CHRG-115hhrg31504_144', 'CHRG-116hhrg35230_057', 'CHRG-113hhrg89598_016']"
worker_63,"['CHRG-116hhrg37282_010', 'CHRG-115hhrg31349_033', 'CHRG-115hhrg25545_019', 'CHRG-115hhrg30956_003', 'CHRG-115hhrg31417_020', 'CHRG-115hhrg30956_014', 'CHRG-115hhrg25545_039', 'CHRG-115hhrg30956_018', 'CHRG-115hhrg30956_016', 'CHRG-115hhrg30242_007', 'CHRG-115hhrg25545_015', 'CHRG-113hhrg88494_027', 'CHRG-115hhrg31349_010', 'CHRG-115hhrg30242_005', 'CHRG-115hhrg30242_009', 'CHRG-113hhrg86195_002', 'CHRG-113hhrg86195_006', 'CHRG-114hhrg26003_018', 'CHRG-113hhrg86195_008', 'CHRG-113hhrg88494_020']"
worker_64,"['CHRG-116hhrg35230_002', 'CHRG-116hhrg35230_008', 'CHRG-116hhrg35230_004', 'CHRG-116hhrg35230_006', 'CHRG-116hhrg35230_000']"
worker_65,"['CHRG-115hhrg31417_016', 'CHRG-115hhrg31417_014', 'CHRG-115hhrg31417_024', 'CHRG-115hhrg31417_020', 'CHRG-115hhrg31417_022']"
worker_66,"['CHRG-115hhrg31349_006', 'CHRG-115hhrg31349_002', 'CHRG-115hhrg31349_004']"
worker_67,"['CHRG-115hhrg32380_010', 'CHRG-115hhrg32380_004', 'CHRG-115hhrg32380_000', 'CHRG-115hhrg32380_002', 'CHRG-115hhrg32380_006']"
worker_7,"['CHRG-115hhrg25545_160', 'CHRG-115hhrg32380_000', 'CHRG-115hhrg25545_179', 'CHRG-115hhrg25545_139', 'CHRG-115hhrg32380_004', 'CHRG-115hhrg25545_167', 'CHRG-115hhrg32380_010', 'CHRG-115hhrg32380_002', 'CHRG-115hhrg25545_158', 'CHRG-115hhrg32380_006', 'CHRG-115hhrg25545_156', 'CHRG-115hhrg25545_154', 'CHRG-115hhrg25545_173']"
