annotator_id,text_ids
27748798,"[2327177855, 2327176608, 2164631939, 2164631870, 2164632022, 2164631798, 2327177717, 2254074722, 2164631938, 2164632048, 2164631884, 2164632140, 2046134614, 2164632168, 2327176407, 2164632070, 2164632137, 2046134543, 2164631877, 2164632024]"
28521374,"[2254074891, 2254074510, 2254074555, 2254074970, 2254074977, 2164632145]"
28524232,"[1800628994, 1800629107, 1800629016, 1800629010, 1740356729, 1739440420, 1740356708, 1740356719, 1800628997, 1739440413, 1740356726, 1740356727, 1800629100, 1800629065]"
28810858,"[2046134388, 2327195172, 2254074292, 2327195414, 2254074624, 2254074754, 2046134385, 2164631973, 2164631707, 2254075110, 2164631874, 2327177423, 2327195288, 2164631792, 2254074657, 2327213342, 2327195210, 2046134387, 2254074224, 2327197088]"
28813722,"[1748675881, 1739446973, 1739455384, 1739444822, 1739453058, 1746210504, 1740356703, 1739440438, 1746210517, 1739440448, 1740356714, 1739471614, 1739464394, 1739440421]"
29035493,"[1739462598, 1739444644, 1746210518, 1739471288, 1740356722, 1739467255, 1739460546, 1739466501, 1739448686, 1746242815, 1739446314, 1739440415, 1739457025, 1739472627, 1739458551, 1739448529, 1739440431, 1740356711, 1739458273, 1739463812]"
29044976,"[1739472115, 1740356708, 1739444244, 1739448571, 1800632943, 1739453529, 1739449138, 1739470079, 1800629029, 1800633140, 1739464446, 1800628995, 1739454781, 1748704994, 1800633157, 1800633009, 1739449665, 1739456140, 1739445197, 1739444529]"
29155723,"[2254074731, 2164631780, 1740356696, 1739472084, 1739466004, 2254074628, 2046134792, 2028122329, 1739469943, 1739451171, 1740356713, 2254074816, 1739446244, 2046134776, 2254074734, 1739457436, 1739456305, 2254074140, 2164631613, 1739467899]"
29289135,"[2327198206, 2164632067, 2327196537, 2327197514, 2327195620, 2327197687, 2327197955, 2254074587, 2327196557, 2254074619, 2327197074, 2327196104, 2327195418, 2327197421, 2327198215, 2254074728, 2327196391, 2327197501, 2327197871, 2327196786]"
29610794,"[1740356697, 1740356724, 1740356703, 1739440419, 1739440426, 1740356715, 1740356706]"
29985927,"[2327214736, 2327206314, 2327213400, 2327203886, 2327214047, 2327212089, 2327214804, 2327212788, 2327207648, 2327214075, 2327208050, 2327215108, 2327213069, 2327210025]"
30145358,"[1739455740, 1739460856, 1739469262, 1739467418, 1739464191, 1739447850, 1739451972, 1739472006, 1739463237, 1739445612, 1739459408, 1748704995, 1739440434, 1739469237, 1739466080, 1739466151, 1739462002, 1739464831, 1739446895, 1739470053]"
30398579,"[2164631640, 1740356700, 2319157189, 1739451786, 1739445210, 1740356717, 1739440427, 1739440431, 2164632083, 1740356724, 2046134580, 1739470457, 1739440440, 1739452412, 1739449446, 2046134545, 1739460350, 1739456568, 1739458689, 1739446581]"
30461491,"[2046134673, 2046134478, 2046134707, 2046134761, 2046134542, 2046134415, 2046134796, 2046134471, 2046134730, 2046134458, 2046134787, 2046134515, 2046134516, 2046134514]"
31193024,"[2046134787, 2046134795, 2046134584, 2046134574, 2046134484, 2046134566, 2046134438, 2046134516, 2046134500, 2046134659, 2046134805, 2046134821, 2046134702, 2046134730, 2046134479, 2046134595, 2046134519, 2046134530, 2046134760, 2046134796]"
31201051,"[2046134815, 2046134447, 2046134478, 2046134661, 2046134477, 2046134787, 2046134680, 2046134523, 2046134451, 2046134804, 2046134325, 2046134761, 2046134786, 2046134802, 2046134484, 2046134805, 2046134666, 2046134546, 2046134699, 2046134759]"
31349958,"[2327176496, 2327176324, 2327177205, 2327176964, 2327176383, 2327176433, 2327179299, 2327176450, 2327176369, 2327176310, 2327176534, 2327179032, 2327176292, 2327176380, 2327179109, 2327176236, 2327176397, 2327176533, 2327176419, 2327176373]"
31410532,"[1739443699, 1739443567, 1739443574, 1739440417, 1739442003, 1740356713, 1739442752, 1739442008, 1739442039, 1739442286, 1739443489, 1739441776, 1739441599, 1739442743, 1739442623, 1739441780, 1739443697, 1739443146, 1739443377, 1739442328]"
31690681,"[1739440445, 1739446042, 1739462977, 1739448423, 1739466304, 1739451863, 1739469115, 1739457094, 1739455935, 1739469600, 1746210518, 1739443159, 1739469381, 1739468959, 1739444463, 1739462545, 1739467879, 1739460177, 1739459158, 1739471825]"
31883685,"[1739465278, 1739470862, 1739446177, 1748675881, 1739457706, 1739460495, 1740356719, 1739450662, 1739460905, 1739463251, 1739449872, 1739471726, 1739452289, 1739440413, 1739464239, 1739451196, 1739441253, 1739467619, 1739471732, 1739448059]"
31888345,"[1747065891, 1746957939, 1812167775, 1739451549, 1739460739, 1739450228, 1739441062, 1739440862, 1739442669, 1739467957, 2327195211, 1739471868, 1739443854, 1739440914, 1739442131, 1739440857, 1739441204, 1739443327, 1740356694, 1739457385]"
31988217,"[1739440429, 1739440435, 1739440427, 1739440447, 1739440444, 1739440439, 1739440430]"
32004236,"[2327195331, 2327196314, 2327195251, 2327197688, 2327196127, 2327195661, 2327196358]"
32631430,"[1739442882, 1739440424, 2319156130, 1739440428, 2319157270, 2319155762, 2319156943, 1740356698, 1739443301, 1740356709, 1740356732, 2319157526, 1739443118, 1739443273, 2319156201, 2319157979, 1739443600, 2319155917, 1740356692, 2319155869]"
32678832,"[2327196354, 2327195970, 2327198191, 2327198204, 2327196873, 2327197593, 2327197193, 2327197940, 2327197749, 2327196773, 2327195969, 2327195784, 2327196944, 2327197822, 2327196055, 2327196853, 2327195717, 2327196586, 2327195538, 2327197371]"
32721955,"[1739470893, 1739454493, 1739446451, 1739456474, 1739471035, 1739462476, 1739472249, 1739464383, 1739472183, 1739471633, 1739462055, 1739444581, 1739446461, 1739465565, 1739465291, 1746210511, 1739469085, 1739467201, 1739469033, 1739458905]"
33135829,"[2319156079, 2319156780, 2319156771, 2319155879, 2319157303, 2319157913, 2319157526]"
33330229,"[2028122280, 2028121993, 2028122082, 2028122278, 2028122268, 2028122073, 2028122069, 2028122351, 2028121999, 2028122334, 2028122064, 2028122292, 2028122114, 2028122036]"
33601893,"[2164632003, 2164631999, 2164632004, 2164631783, 2046134407, 2164631994, 2164631627, 2164631892, 2046134804, 2164632048, 2164632005, 2164632160, 2164631996, 2164631694]"
33708599,"[2254074363, 1739460807, 1746210517, 1739459562, 2327195923, 2327177177, 2254074775, 1739457650, 2254075155, 1739469811, 2254075040, 1747075518, 2164631839, 1739456930, 1739464257, 1739442008, 2164631598, 1739442398, 1739460435, 2046134535]"
33721948,"[1800632791, 1740356715, 1747058584, 1739441715, 1739441446, 1739440433, 1800629129, 1800633163, 1739442184, 1739441092, 1739447188, 1800633058, 1800633034, 1739441662, 1739447468, 1739452908, 1748649130, 1739467925, 1739462640, 1739450766]"
34067957,"[2046134700, 2046134554, 2046134478, 2046134711, 2046134407, 2046134596, 2046134652, 2046134462, 2046134523, 2046134454, 2046134537, 2046134451, 2046134573, 2046134514, 2046134634, 2046134761, 2046134682, 2046134441, 2046134521, 2046134834]"
34110399,"[2319157273, 2319155947, 2319158195, 2319158118, 2319157174, 2327177427, 2319156932, 2319155940, 2319158301, 2319156868, 2319156613, 2319156719, 2319158177, 2319156780, 2319156950, 2319158185, 2319156288, 2319157332, 2319156326, 2327177386]"
34195998,"[1739441532, 1739440438, 1739441509, 1739441320, 1740356699, 1739440420, 1740356719, 1739441267, 1739441020, 1739441370, 1739441278, 1739441254, 1739441494, 1740356707, 1739440446, 1739440427, 1739440813, 1739441448, 1739441128, 1739440425]"
34609243,"[1739470722, 1739441172, 1739442440, 1739442678, 1739445376, 1739469210, 2327206314, 2327204284, 1746243635, 2327204348, 1739441512, 2254074373, 1739443533, 1739440420, 1739440972, 1739441335, 2327176926, 2319155782, 1812102604, 1739441194]"
34713230,"[1739443331, 1739442628, 1740356723, 1739440436, 1740356733, 1740356717, 1739442465, 1739442191, 1739443003, 1740356692, 1739440431, 1739440419, 1739441889, 1739440420]"
34788729,"[1740356702, 1739470616, 1739447704, 1747073760, 1739445349, 1739449189, 1747077902, 1746244005, 1739457458, 1746241625, 1739450346, 1739463008, 1739456196, 1748651782, 1739453550, 1739462061, 1739458197, 1746210502, 1739449058, 1739449105]"
34928865,"[1739441788, 1739454516, 1739445861, 1739461164, 1739469656, 1739454039, 1748672536, 1739456390, 1739449315, 1739464400, 1739463630, 1739470638, 1739456566, 1739450187, 1739464806, 1739464924, 1739449459, 1739461787, 1739457452, 1739461810]"
35062592,"[2046134632, 2046134458, 2046134793, 2046134663, 2046134774, 2046134577, 2046134523, 2046134707, 2046134726, 2046134662, 2046134590, 2046134377, 2046134716, 2046134407, 2046134500, 2046134696, 2046134478, 2046134835, 2046134581, 2046134761]"
35697114,"[1739440414, 1739440435, 1739457523, 1740356710, 1740356713, 1740356719, 1739464490, 1739468416, 1739446389, 1739448211, 1739457895, 1739440434, 1739444500, 1739447306, 1739447354, 1746210504, 1739460331, 1739460452, 1739467416, 1739459237]"
35832653,"[1739462087, 1739447014, 1739463697, 1739440415, 1739446035, 1739440418, 1739466315, 1739450611, 1739445684, 1739451703, 1739468968, 1739465299, 1740356724, 1739470305, 1739453413, 1739445882, 1739444786, 1739465005, 1739459304, 1739459925]"
35937302,"[2327177416, 2327176606, 2327178894, 2327178761, 2327177318, 2327176812, 2327177959, 2327178205, 2327179067, 2327178906, 2327179109, 2327176562, 2327178080, 2327179083, 2327179090, 2327176883, 2327177410, 2327178838, 2327176782, 2327178957]"
36468266,"[1739442203, 1739442740, 1739442158, 1739443717, 1739440413, 1740356697, 1739442005, 1740356696, 1739443156, 1739443270, 1739443503, 1739442478, 1739442233, 1739443566, 1739442384, 1739442622, 1739443552, 1739442178, 1739441842, 1739442975]"
36929821,"[1739453652, 1748704998, 1746210513, 1739451870, 1739465187, 1739459930, 1739440430, 1739454536, 1739459991, 1739467817, 1739471203, 1739443091, 1739448463, 1739451835, 1739456882, 1739446458, 1739443224, 1739444835, 1739451226, 1739466044]"
37660122,"[1739444857, 1739459015, 1739456446, 2046134482, 2164632060, 1739466318, 1739451598, 2164631754, 2164632021, 1739469076, 1739464043, 1739461607, 1739449689, 1739470662, 1739469431, 1739448633, 1739452118, 2164632048, 2164632001, 1739462371]"
37881503,"[1739440445, 1739470640, 1739471990, 1739444377, 1739456885, 1739448529, 1739466024, 1739467143, 1739467455, 1740356723, 1739463650, 1739463230, 1739450535, 1746210517, 1739445128, 1739458413, 1739440423, 1739447739, 1739457745, 1739461346]"
38025156,"[2046134478, 2164631780, 2164631782, 2046134458, 2164631775, 2164631769, 2164632067]"
38399674,"[2164632048, 2164631560, 2164632102, 2164631930, 2164632135, 1748651782, 2164632075, 2164632105, 2164632176, 2164632042, 2164632148, 2164632101, 2164632092, 2164632106, 2164632065, 2164632133, 1746210516, 2164632161, 2164632060, 2164632108]"
38412907,"[1739446313, 1739456709, 1739464833, 1739466463, 1739440420, 1746210504, 1739472288, 1739458039, 1748675881, 1739472094, 1739444082, 1748704995, 1739440416, 1739464150, 1739443872, 1739463025, 1739454349, 1739447698, 1739456507, 1739465704]"
38861844,"[1739456913, 1739449518, 1739458996, 1739464424, 1739448017, 1739455569, 1746210512, 1739459821, 1739445330, 1740356714, 1739465079, 1739456527, 1739447394, 1739443776, 1739455170, 1739463644, 1739467547, 1739459474, 1739452446, 1739462492]"
39071827,"[1746241625, 1739454692, 1739459172, 1739451305, 1739444435, 1739450437, 1740356696, 1739440422, 1739456566, 1739453692, 1739455190, 1739453907, 1739448743, 1746210504, 1739450912, 1739453089, 1739466595, 1739447817, 1739456886, 1746957939]"
39110000,"[1739442312, 1739442212, 1739443438, 1739441747, 1740356732, 1740356714, 1739442096, 1739441886, 1739443040, 1739442798, 1739441780, 1739442616, 1740356711, 1739443327, 1739441908, 1739442965, 1739443217, 1739442977, 1739442346, 1739442684]"
39305409,"[1740356726, 1739447664, 1739454341, 1800629123, 1800632804, 1739447177, 1739448006, 1739458503, 1739469581, 1739463215, 1739447456, 1812168784, 1812168803, 1739462946, 1740356697, 1800632770, 1739445123, 1740356722, 1739448565, 1746210502]"
39355302,"[1739459020, 1739460787, 1739444802, 1739467144, 1739454690, 1739451331, 1739457838, 1739452222, 1739457947, 1739456285, 1739459453, 1740356729, 1739469007, 1739444628, 1746210516, 1739463201, 1739446544, 1739460234, 1739448883, 1739466454]"
39438102,"[2031091136, 2028121979, 2028122038, 2031090989, 2028121995, 2031091132, 2031090952, 2028122047, 2031091052, 2031090918, 2028122040, 2028122027, 2031090980, 2031090885, 2031090857, 2031090863, 2031090912, 2028121989, 2031090967, 2031091062]"
39487239,"[2327177735, 2327177818, 2327177118, 2327178918, 2327176678, 2327177959, 2327179025, 2327178517, 2327176714, 2327177572, 2327178171, 2327177213, 2327176980, 2327178002, 2327177310, 2327178702, 2327178354, 2327177730, 2327179061, 2327178381]"
